Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
97464,1.950374719,-0.732293826,-1.204485129,-0.568750531,1.506498564,4.067328791,-1.619239315,1.056602027,2.505489321,-0.376545406,0.845669262,-2.117772108,1.728640167,1.2972753,0.44336536,0.558449228,0.009379838,0.170097759,-0.641818902,-0.12544139,-0.114256843,-0.055509169,0.364731789,0.669421716,-0.585259737,0.46277499,-0.020554436,-0.049449157,15.95,0
97465,1.950619421,-0.431017565,0.145418637,0.362221619,-0.723641236,0.096705281,-1.029480245,0.069338722,2.322223497,-0.243365029,1.549828402,-1.197934331,2.574316967,1.133334507,-0.725701779,0.90729021,-0.336506077,0.827410061,-0.085377446,-0.137501659,-0.078525462,0.169817358,0.25719573,-0.419372545,-0.576381335,0.444402179,-0.039296465,-0.055653074,14.95,0
97465,1.914305875,-0.455765431,0.336843565,0.481180792,-1.002648983,-0.190864715,-1.050117416,0.065156063,2.361036624,-0.230561367,1.900934615,-1.291481625,2.013996926,1.257252536,-0.708704579,0.788803413,-0.13359662,0.728325072,-0.264628685,-0.181613932,-0.051616246,0.219317066,0.321766316,0.051666714,-0.657345329,0.415921246,-0.041962785,-0.051599971,15.95,0
97465,1.972762333,-0.559713174,-0.298588993,0.155500216,-0.302472074,0.656615068,-1.042592896,0.145955637,2.440293294,-0.242684454,0.614836303,-1.708932504,2.394023716,1.150936596,-0.612125423,1.212349455,-0.670964058,1.195048155,0.277916495,-0.079635611,-0.132340486,-0.052110737,0.119383894,-1.407296868,-0.466743823,0.503672273,-0.047448681,-0.062147003,39,0
97465,0.118182534,0.595558049,0.004928523,-0.796483733,0.880363499,0.146393356,0.534689148,-0.040866305,1.634460987,-0.945015609,0.877782674,-1.901233436,1.308641538,1.495619083,-2.213519841,-0.266544512,0.096402719,0.671275378,0.350745483,-0.23044198,0.020569518,0.440300332,-0.231402394,0.181983923,0.003561864,0.05012719,-0.15593339,-0.028434601,6.03,0
97466,-0.507070268,0.710442829,-0.781518267,-2.180830612,0.869078068,-1.223692391,1.084121303,-0.716045063,-0.336478801,0.488581209,1.562764867,-2.724592597,1.884008759,1.634937678,-2.227623362,0.728380347,0.393864834,-0.797753708,0.367106424,-0.230274799,0.432459285,1.283337525,-0.229903687,-0.328234821,-0.34890053,-0.238080494,-0.548974941,0.212318515,15.95,0
97466,1.943517105,-0.452951444,0.167891901,0.382350993,-0.784376731,0.049964695,-1.045963835,0.08073986,2.36038413,-0.235572101,1.564308896,-1.326052808,2.277459941,1.19444532,-0.699492017,0.900228781,-0.294594072,0.839556523,-0.110329734,-0.155988912,-0.076560405,0.158948934,0.268441111,-0.356550711,-0.595784258,0.440880364,-0.041254188,-0.055375873,15.95,0
97466,-1.688185514,2.245631509,-2.492818591,-1.490913278,2.53690561,4.005541409,-1.453822268,-2.634185864,1.483211047,-0.739180207,0.917362529,-2.185847264,1.159219081,1.063971132,-0.690270428,0.318201156,1.561697795,-0.009768498,-0.717575434,-0.796757429,3.344193214,-2.431196755,0.754379492,0.45528306,-0.277263828,0.163794557,0.37908878,0.093792159,8.99,0
97466,1.942102495,-0.592706665,0.127781886,0.401096663,-0.956540102,0.00406743,-1.176844417,0.190335452,2.65248006,-0.178912513,1.235325722,-2.352026527,0.348352173,1.578361688,-0.487835823,0.990719308,-0.184356382,1.076234866,-0.097305191,-0.279587841,-0.098740465,0.000959416,0.291596102,-0.40936801,-0.661056665,0.447344941,-0.053865236,-0.059518976,15.95,0
97466,1.916540893,-0.422625558,0.346559878,0.476351555,-0.964770586,-0.181389454,-1.023398558,0.041930847,2.298562425,-0.242236943,1.971416683,-1.071671302,2.427198875,1.174758347,-0.754185277,0.769280691,-0.157248629,0.677403397,-0.267100268,-0.157164908,-0.047469307,0.253699751,0.317685931,0.062933395,-0.642991209,0.414642631,-0.03907147,-0.050886281,14.95,0
97466,1.963711789,-0.351992365,0.296644823,0.569936999,-0.951397392,-0.449319791,-0.897125051,-0.119951573,2.510853322,-0.421730392,0.257115337,-1.601754046,2.877212642,0.903604321,-0.08588382,0.581142326,0.042858672,0.166746829,-0.52753236,-0.141027327,-0.100078116,0.153875113,0.314619806,0.041426905,-0.590140843,0.436051404,-0.033262116,-0.040636855,15.95,0
97467,-0.64631434,0.542208733,2.825315321,-0.576788507,-0.216885794,-0.144012327,0.256567986,-0.148292846,1.672611062,-1.171888229,0.010371053,-2.777138589,1.602744728,0.814990965,-0.166846912,0.481343944,0.021938294,0.445853489,-0.442909307,0.029134996,-0.160151186,-0.03587116,-0.318027846,0.014602562,0.144855236,0.547575708,-0.179395271,-0.165116753,15.95,0
97467,-1.450926406,0.409866657,1.485925009,-1.15214688,0.278295685,0.576367363,-0.262146902,0.381504102,1.715951879,-0.914952937,1.026498495,-1.880672835,2.01966585,1.065305161,-1.290421052,1.204393224,-0.630528866,1.060340677,-0.604059339,-0.295295727,-0.037743033,0.148477988,0.10486124,0.157030621,-0.391839629,0.270166295,-0.654161805,-0.039849416,15.95,0
97468,1.905946382,-0.475914013,0.328313553,0.473088151,-0.980297992,-0.104467324,-1.075198662,0.100212577,2.383088295,-0.234585392,1.917562304,-1.35514912,1.85990949,1.292581763,-0.644023608,0.739935014,-0.071786116,0.660921203,-0.33213691,-0.19731632,-0.048064523,0.228875937,0.329209244,-0.012018145,-0.676352887,0.422108714,-0.039792771,-0.052575849,15.95,0
97468,-0.756390958,0.272292424,2.292613615,-0.174727595,0.324024327,0.868402505,-0.489055332,0.383170016,1.216810304,-0.880952471,1.200753808,-2.312869323,1.637371493,1.281374656,-0.162498237,0.534888292,0.067561389,1.334576113,1.134347255,0.217830106,-0.071006042,-0.059717888,-0.243238498,0.169761683,0.098641541,0.726996456,-0.003602502,0.064821591,14.95,0
97468,2.017292347,-0.486130062,-0.272742812,0.136776526,-0.27973909,0.648320136,-1.073179805,0.151938354,2.443008264,-0.231948595,0.614506062,-1.709881904,2.389914209,1.145718168,-0.615025101,1.209309286,-0.671647424,1.190325504,0.28527844,-0.12657602,-0.146307192,-0.039945223,0.139700152,-1.40847962,-0.458280428,0.506130608,-0.043093454,-0.066160417,15.95,0
97468,1.968056412,-0.556916634,-0.110661345,0.230914035,-0.527964049,0.564502124,-1.191766333,0.260864328,2.549210062,-0.206553757,1.144038215,-2.094884859,1.102639757,1.412198588,-0.504081063,1.048371338,-0.326589766,1.097282779,-0.009057475,-0.197363112,-0.110695587,-0.038644466,0.292555682,0.138384664,-0.59002055,0.424126557,-0.054582803,-0.05315768,15.95,0
97468,1.945802645,-0.414820312,0.179040714,0.376852268,-0.740349642,0.061079144,-1.014570671,0.053600516,2.287477934,-0.249271234,1.646540363,-1.069600567,2.759558596,1.098239832,-0.752531865,0.877474255,-0.322183141,0.78018205,-0.113266479,-0.12712564,-0.07162132,0.198974102,0.263533763,-0.343397699,-0.579098981,0.439370873,-0.037912479,-0.054514215,14.95,0
97469,1.883182524,-0.640579661,0.094690809,0.386751639,-0.859322938,0.238666891,-1.172712907,0.238253834,2.560352226,-0.207866594,1.593968222,-2.091775357,0.657869063,1.52105619,-0.504496075,0.901774521,-0.099007186,0.959120739,-0.228613758,-0.191241432,-0.063315788,0.025426855,0.346799911,0.70014001,-0.686269692,0.38753736,-0.060474583,-0.044121237,39,0
97469,1.929026103,-0.437223845,0.157782004,0.350621255,-0.676723968,0.272990847,-1.081767848,0.142469216,2.291835261,-0.24974321,1.899122358,-1.140034875,2.445073912,1.159343992,-0.703933647,0.814707434,-0.202054121,0.73462534,-0.233346031,-0.123411407,-0.056686723,0.184296923,0.345615106,0.748001892,-0.617196206,0.383992874,-0.044409096,-0.044287484,15.95,0
97469,1.975362301,-0.553712046,-0.152052101,0.205946121,-0.470478575,0.625348077,-1.188386826,0.262785375,2.54381554,-0.208817485,1.066030868,-2.085124519,1.202858114,1.389668095,-0.505576036,1.074521957,-0.368690993,1.120766613,0.029166411,-0.188762531,-0.116515342,-0.050860665,0.278850268,0.037587374,-0.573508056,0.430231529,-0.05418031,-0.054024569,15.95,0
97469,2.013070842,-0.364147278,0.005313539,0.404632158,-0.602147668,-0.046529713,-0.905933716,-0.080254238,2.545123819,-0.423364302,-0.353509587,-1.784632356,3.090297251,0.843606379,-0.044628561,0.781034155,-0.216776309,0.38401522,-0.264326552,-0.112547242,-0.145059591,0.032380559,0.227006306,-0.657140966,-0.493663661,0.479154883,-0.033587997,-0.047541038,15.95,0
97470,1.91558098,-0.517459458,0.319342368,0.489071831,-1.08159573,-0.212534027,-1.112210381,0.116299284,2.496770377,-0.203789366,1.7481781,-1.767867754,1.118161461,1.435273025,-0.610561431,0.830684977,-0.082444483,0.838006558,-0.258262185,-0.24103561,-0.062520062,0.146492578,0.333398247,0.027093085,-0.687283199,0.419029309,-0.047628967,-0.053697672,14.95,0
97470,1.961904373,-0.634946813,-0.361294638,0.120608535,-0.273354886,0.887203943,-1.163345072,0.281792582,2.562674238,-0.220581908,0.681965776,-2.199299095,1.341106805,1.357117136,-0.476705703,1.203396304,-0.5314508,1.262262187,0.187495515,-0.123893585,-0.130864986,-0.139508382,0.203380315,-0.400986291,-0.521237967,0.454907324,-0.058740682,-0.054357417,39,0
97470,-0.281005062,1.050090131,-0.878516073,-1.030123795,1.700657343,-1.220081506,1.855621222,-0.760406151,1.226057646,-0.35158522,-0.411250882,-2.744333583,1.829720765,1.770886482,-0.792478151,-0.640372029,-0.024047105,-0.030772914,-0.152613413,0.15278274,-0.021209141,0.648426954,-0.296041767,-0.77509082,-0.191618618,0.075632656,0.312106344,0.12470082,40,0
97470,1.982642532,-0.409543126,0.066771177,0.432780671,-0.682548273,0.030491652,-0.999776735,0.020069325,2.601581493,-0.410723349,0.017598329,-2.018344083,2.296287528,1.005326038,0.036426995,0.675643957,0.007322961,0.321708683,-0.462778727,-0.14617179,-0.121558476,0.021988432,0.342054131,0.639151252,-0.575247963,0.411924872,-0.042497149,-0.036238842,15.95,0
97470,0.173782167,1.074590688,-0.86522449,-1.087590569,1.67996243,-0.612054969,1.66780497,-0.61511909,0.80501165,-0.356469188,1.659364894,-1.731225864,2.231888034,1.834144646,-1.472158137,-0.412507905,-0.240405683,0.386443832,0.111085636,0.050070588,0.006245194,0.552658057,-0.33997092,0.288563373,0.299713304,0.076509216,-0.125122662,-0.204965876,23.52,0
97471,1.879909403,-0.567383907,0.498324736,0.608382478,-1.38501717,-0.500999837,-1.156378731,0.132406737,2.588364607,-0.180897534,2.029470415,-2.047939108,0.217219814,1.626660152,-0.555020776,0.73198002,0.135444679,0.785123309,-0.430417298,-0.306702951,-0.040386811,0.165577918,0.400515755,0.476039912,-0.778154438,0.392483967,-0.052553166,-0.05050954,15.95,0
97471,1.963105528,-0.411887459,0.279454817,0.577970857,-1.025181694,-0.468990047,-0.953216729,-0.072982034,2.636037292,-0.397447712,0.116122548,-2.041457068,2.05045217,1.068139907,0.004825977,0.61992398,0.090103397,0.268180404,-0.521950413,-0.193998297,-0.109583856,0.086165319,0.324543374,0.01879092,-0.618114731,0.438821937,-0.038666851,-0.042412471,15.95,0
97471,1.91776627,-0.599059089,-0.092125427,0.265926821,-0.55670667,0.533153506,-1.13205153,0.226520426,2.479693323,-0.229230247,1.289873932,-1.851619201,1.493954215,1.342519362,-0.551604075,1.007465995,-0.317635237,1.024599423,-0.051542559,-0.127435708,-0.086450493,-0.00203071,0.27804007,0.236697391,-0.596348244,0.41498813,-0.056195631,-0.04740835,39,0
97471,1.948093536,-0.563645757,-0.156448067,0.239117283,-0.48860345,0.452853765,-1.047557123,0.13402512,2.444099645,-0.237824086,0.895267217,-1.691191311,2.150170526,1.208222301,-0.617541331,1.119319801,-0.533860386,1.103811556,0.147839941,-0.102639655,-0.111535898,-0.002923549,0.164646172,-1.063367491,-0.519426258,0.482679897,-0.048187268,-0.059006482,39,0
97471,2.027282414,-0.153980907,-1.027690467,0.310553936,0.063493006,-0.477612579,-0.123786499,-0.251771275,2.073949966,-0.423231382,1.438596998,-0.962892301,2.290810349,1.50322446,-1.94255121,-0.431580588,0.275178717,0.331773358,0.473423723,-0.214432252,-0.029973188,0.495732772,-0.016578174,-0.312482955,0.216018377,0.153307312,-0.052235054,-0.080174107,6.6,0
97471,-0.464458698,-0.107421224,1.300902882,-1.221556423,0.802889327,0.71509485,-0.178323119,0.141482734,2.184909808,-0.71915009,0.391343324,-2.932249878,0.528156135,1.129454822,-1.203764343,1.307015149,-0.92403193,1.391443296,-0.512250915,-0.17631811,-0.054178735,0.147936301,0.07089046,-0.375293913,-1.139017584,0.192868599,-0.162806538,0.024526598,15.95,0
97472,1.883586698,-0.600649598,0.106150813,0.381395734,-0.810133404,0.251780395,-1.135318455,0.206940808,2.476896246,-0.224055048,1.687963415,-1.798640009,1.209042711,1.4113658,-0.564969273,0.875920085,-0.130503669,0.891498355,-0.232335056,-0.155927452,-0.056978628,0.070566718,0.340184199,0.715230667,-0.667620433,0.385690338,-0.056871426,-0.042937493,39,0
97472,-1.041191466,0.717881927,3.053281067,4.81162157,-0.560688109,2.949587238,-0.816508749,0.777366541,1.430017482,0.962833974,-1.959394929,-3.858072161,0.498521146,0.272479791,-1.494570403,-0.125525818,1.208063466,1.173485936,1.605255064,0.459957298,-0.192175064,0.240828078,-0.273174814,-0.024286857,0.29824517,0.65802837,0.523567389,0.255092405,113.79,0
97472,-0.166872154,0.587605694,1.611097422,-0.068326879,-0.772710296,-0.46433289,0.017034674,-0.158014205,1.973668831,-0.697115499,0.283505668,-2.181086306,2.10327889,0.949154148,-0.31695866,0.262483337,0.240625197,0.328247406,-0.365603589,-0.198083286,0.106567625,0.674295103,0.285161418,0.443510029,-1.800044368,0.261290274,0.007776321,0.260428048,39,0
97472,-0.194610522,0.262795046,1.867756733,-0.687940985,-0.196791743,0.980841369,-0.737386494,-0.50544001,1.60331299,-1.079638389,1.310171532,-1.938721936,1.607799786,1.334506479,-0.731021389,1.085681238,-0.31941953,0.997592259,-0.323733876,-0.130088812,0.580390883,-0.675787948,-0.378386554,0.246959445,1.267623507,0.655036404,-0.003888657,0.129056122,39,0
97473,0.105933673,0.24700619,1.477128486,-0.572921092,-0.223692476,0.348413056,-0.349772337,0.286168167,1.791654948,-0.87566706,1.526914681,-2.006170857,1.327210683,1.230458111,-1.034689045,0.905226037,-0.267575152,0.987731303,-0.452033943,-0.152107901,-0.000640173,0.221983499,0.146401458,0.710455209,-0.861329557,0.315043049,-0.012290292,0.004872829,15.95,0
97473,-0.909839905,1.450184339,-1.509266886,-0.028090211,3.388272141,4.214147278,0.165889402,-1.890690119,0.847175613,0.082173759,0.650179546,-2.544308684,1.091969037,1.988490709,-0.672316692,-1.286903325,0.862945711,-0.120155264,0.467460337,-0.472981047,2.139840849,-0.43572274,-0.038382093,0.629892882,0.075993824,-0.398799646,0.466125886,-0.011434981,58,0
97473,-0.301881628,0.446695602,1.007165151,-0.251131808,-0.718908477,0.133378575,-0.603665248,0.649849176,1.701840416,-0.928244837,0.873313155,-2.431863741,0.585246069,1.821748353,-0.843765996,0.887697193,9.70E-05,1.330734498,0.194185427,-0.234969905,0.134127261,0.498597293,0.299818791,-0.402590817,-1.732001726,0.319833269,0.099721596,0.193524549,39,0
97473,2.016915435,-0.41012732,-0.032954603,0.396259113,-0.627065425,-0.026198446,-0.948769729,-0.041569352,2.641996838,-0.405294609,-0.51244104,-2.130338752,2.488787065,0.961782107,0.026997217,0.827531441,-0.20395758,0.479014988,-0.237214249,-0.149794787,-0.156106888,-0.028984246,0.226817641,-0.734964853,-0.506240689,0.484987196,-0.037669933,-0.04947412,15.95,0
97473,2.106989587,-1.074032149,-0.150169076,-0.893449411,-0.920539732,0.404863111,-1.500790108,0.05794325,1.370269019,0.448849726,1.098912419,-2.012248527,3.133483207,0.641724982,-1.013112781,1.923207463,0.036621917,-0.016079125,0.798762643,0.104591392,0.115761018,0.615188847,0.101208067,-1.055024742,-0.339870541,-0.23755813,0.010106053,-0.054054603,39,0
97474,-0.804235791,0.173820781,2.242756209,-0.782925543,0.160487441,-0.553848608,-0.119430532,0.042329737,1.710629844,-1.404524649,-0.161197833,-2.256724956,2.245057298,0.885777833,-0.729771821,0.789790619,-0.219590721,0.360268614,-1.118769229,-0.033099847,-0.014269294,0.13646261,-0.044577391,-0.049922299,-0.411806375,0.353177006,0.05061802,0.142152348,14.95,0
97474,1.914053266,-0.48072172,0.329681063,0.484528233,-1.033392442,-0.199060656,-1.073488948,0.084726704,2.413196611,-0.220443583,1.84218762,-1.474691217,1.669513396,1.32580903,-0.67090883,0.804962435,-0.113911318,0.770589062,-0.262302874,-0.20368517,-0.055576971,0.191104652,0.325901136,0.042235054,-0.669001116,0.417075634,-0.044214758,-0.052339811,15.95,0
97475,1.929796836,-0.329302254,-0.71832426,0.551478416,-0.560565303,-1.023915029,-0.215640267,-0.200735058,2.310300005,-0.374688784,1.892259986,-1.720699306,0.164795314,1.953114785,-1.78831807,-0.594288071,0.709673648,0.289380518,0.148208799,-0.333902118,0.01601811,0.487477704,0.100890128,0.519119818,0.024887797,0.103274311,-0.067292888,-0.072406941,24.11,0
97475,1.947626576,-0.539026307,0.114214816,0.377093179,-0.853750011,0.062642199,-1.1263137,0.151275861,2.541177658,-0.201336102,1.303105348,-1.967373432,1.127664428,1.421498179,-0.566833834,0.97529,-0.253798162,1.005123705,-0.07592843,-0.228164395,-0.094554577,0.050797431,0.273680574,-0.458934207,-0.625702815,0.449143959,-0.048943698,-0.058586283,15.95,0
97476,-0.116970179,1.041917467,-0.237382054,-0.442442765,1.348379983,-1.676543614,1.52432508,-0.659296935,0.48034212,-0.978260947,0.272511991,-2.195859514,2.30328658,2.049977906,-0.634915954,-0.948672074,0.526054755,-0.147615668,0.269532271,-0.053557235,0.139683004,0.737894977,-0.30782799,0.07442122,-0.034712338,0.18204161,0.087715613,0.166567625,5.19,0
97476,1.929953723,0.123855471,-1.521888109,1.644633024,0.383806863,-1.101345526,0.571549909,-0.472291758,1.591303335,-0.115396242,-0.148679551,-2.569386984,0.654691069,2.125873198,-1.169314301,-0.72747352,0.649033647,-0.286769712,-0.438685157,-0.285227248,-0.077212966,0.100507337,-0.027467375,-0.086025594,0.390960018,-0.531209258,-0.056070418,-0.060881197,61,0
97476,1.908705126,-0.659023847,0.039689035,0.381536239,-0.888919432,0.105663118,-1.138877605,0.185396714,2.636560449,-0.194060659,1.122681915,-2.318666046,0.537878865,1.542748158,-0.490834018,1.031971094,-0.249574779,1.112610758,-0.046771749,-0.217453723,-0.093242694,-0.027074803,0.25004456,-0.560540426,-0.643295383,0.454058349,-0.057392507,-0.05675269,39,0
97476,-1.304925288,-0.169528589,2.540548524,-0.966405732,0.503570464,0.034065153,-0.509096693,0.428736802,1.538377721,-1.312414128,1.362195819,-2.554768877,0.400767971,1.417226511,-1.067896831,1.054851965,-0.2951441,1.078799632,-0.757367704,0.010268864,-0.026585482,-0.173959603,-0.133737726,0.690051503,0.226985677,0.430053535,-0.072879535,0.05913874,15.95,0
97477,1.868361252,-0.669103763,0.270887369,0.518650153,-1.197545337,-0.228467048,-1.150411088,0.168768937,2.650417583,-0.184637638,1.572281682,-2.316505944,0.088998665,1.646387332,-0.494148707,0.882334108,-0.022675565,0.969726066,-0.258966087,-0.258272452,-0.059829601,0.049162033,0.324605048,3.22E-05,-0.73108113,0.419927487,-0.05892906,-0.05172966,39,0
97478,1.960017697,-1.26039198,0.595010178,-1.243651421,-1.840335501,-0.131928098,-1.615945027,0.122713284,5.36242803,-2.046481578,-0.528763283,-0.972126018,1.716478454,0.21304778,-1.330451166,-1.339471819,1.087966291,0.581632799,1.127461064,-0.262362359,-0.016810902,0.943720602,0.07025712,0.039884945,-0.019896692,-0.69656947,0.130543423,-0.030598229,7.96,0
97478,-0.786646607,0.101257728,2.107157498,-0.9974485,0.225276076,0.160066038,-0.310714414,0.351729568,1.637366975,-1.210688648,1.366797018,-2.333468308,0.754907,1.349663691,-1.24166786,1.054000623,-0.380960324,1.031043882,-0.84504862,-0.10483359,0.015316089,0.099523283,-0.006504986,0.698866745,-0.486901983,0.300186011,0.035475561,0.135332544,15.95,0
97479,0.092155844,0.272980513,1.656910624,-0.854493453,0.459432157,0.767502666,0.2826211,-0.503804592,2.349922053,0.072203358,1.530051448,-2.008687629,2.14693686,0.304822524,-0.974067765,0.7241231,-0.821492372,0.934033715,-0.252309513,0.0419848,-0.137864568,0.275966981,-0.068832249,0.250465091,-0.89269599,0.218578853,-0.897105238,-0.668943863,15.95,0
97479,2.321451984,-0.297116924,-2.161787327,-0.850725916,0.395098047,-1.379736896,0.251432829,-0.736328197,0.202427999,0.532756013,-0.080927011,-2.839517651,2.814106868,1.567098547,-0.872754562,0.553900474,0.781884119,-1.338032199,0.70184707,-0.006440011,0.165163711,0.790164656,-0.156525315,-0.622709995,0.551754968,0.078235683,-0.100463377,-0.091677577,15.95,0
97480,1.546328944,-1.151407008,-1.894020404,0.371941018,0.324054167,0.245370809,0.241489637,-0.264652264,2.443589657,-0.726364885,-1.046018329,-2.291753051,1.886722647,1.457010047,-0.978499439,-0.357069815,0.320513589,0.187673643,0.329446443,0.391373644,0.040593783,-0.010704484,-0.315202002,-0.357985713,0.221075399,0.160804177,-0.112565159,-0.020695829,306.94,0
97480,1.722572887,-0.096134275,-1.607177009,1.71562504,0.431009528,-1.021500199,0.831721505,-0.598176784,1.317782493,-0.216287664,0.146602758,-1.648890638,2.396363673,1.807541496,-1.344706705,-0.794024022,0.553809024,-0.475961836,-0.484808359,0.045066648,0.008031191,0.184568296,-0.143332621,-0.033325544,0.409584001,-0.548499649,-0.065216825,-0.038377282,169,0
97481,-0.833866838,0.492663087,2.46340101,-0.705520386,0.142391801,0.224807616,-0.059813585,0.164015269,1.480041998,-1.415897868,-0.153338982,-2.537526413,2.081641334,0.919541316,-0.233449088,0.639960968,0.001067373,0.495031278,-0.474070258,0.045856736,-0.10675148,-0.12370637,-0.237892056,0.638867565,0.239040105,0.534921755,-0.026121788,0.066584223,15.95,0
97481,2.080126904,-0.195850997,-1.229433946,0.353474045,0.108610943,-0.605615014,-0.071168271,-0.332671066,2.476807536,-0.572301579,-0.725842816,-2.19061851,1.658260955,1.442156602,-1.127926632,-0.481838974,0.435914889,0.055400399,0.326608252,-0.247194451,-0.11019938,0.246397176,-0.047786072,-0.652270553,0.266210548,0.19556638,-0.055557619,-0.074036246,14.7,0
97481,1.962953066,-0.460589626,-0.047656739,0.238499783,-0.454040693,0.546168018,-1.101872455,0.181619476,2.346792326,-0.244800625,1.44228588,-1.37622366,2.385501886,1.159054049,-0.6527727,0.962412367,-0.369500387,0.909990398,-0.050227723,-0.1169909,-0.090119314,0.083487081,0.287605797,0.260036956,-0.557579804,0.414445054,-0.045985275,-0.04949818,15.95,0
97482,1.919242668,-0.531039837,0.315854985,0.490125169,-1.104218004,-0.219810512,-1.133561569,0.132474905,2.53873394,-0.194763611,1.701151849,-1.914517806,0.842218064,1.489665429,-0.580576431,0.843348406,-0.066755535,0.871407975,-0.255762756,-0.26276552,-0.066900504,0.124978223,0.338468902,0.019445131,-0.695873478,0.420166124,-0.049052652,-0.05463778,12.95,0
97482,1.97965862,-0.388793526,0.09130586,0.440772718,-0.680496672,0.011049346,-0.980510933,0.001850452,2.557641431,-0.418712112,0.104010185,-1.859972087,2.558120292,0.954353554,0.003527476,0.649814238,0.008333486,0.273873379,-0.48162863,-0.130353116,-0.115486458,0.052400522,0.3444015,0.691787329,-0.572150686,0.408219143,-0.040674536,-0.035201323,15.95,0
97482,1.948858072,-0.488295787,0.158363325,0.385939464,-0.836756218,0.034132402,-1.092013536,0.116745676,2.454625466,-0.215962799,1.458521323,-1.655953641,1.656854727,1.317167822,-0.631837067,0.928919338,-0.25924947,0.915017043,-0.105185103,-0.20182652,-0.085507502,0.109749953,0.278527985,-0.373681638,-0.615663148,0.443278221,-0.044740898,-0.057229938,12.95,0
97483,2.0676517,-1.16441898,0.047400526,-0.751699944,-1.314707023,0.059311651,-1.587436284,0.105400715,1.552297825,0.490589595,1.338076515,-2.603081343,1.590088252,0.96253954,-0.893964617,1.832626951,0.316970463,-0.015732721,0.603685792,-0.005808428,0.134846366,0.596680075,0.185779491,-0.550311345,-0.461408509,-0.266410555,0.001351209,-0.051652844,39,0
97484,1.970897691,-0.463881666,-0.083755026,0.21805094,-0.41630135,0.593647641,-1.108955797,0.190669573,2.361551893,-0.242512014,1.355513071,-1.435371514,2.342602178,1.165168813,-0.640271559,0.990066962,-0.3974865,0.944927528,-0.017111005,-0.119943118,-0.097042908,0.063448012,0.27855173,0.172287329,-0.547692542,0.42007741,-0.046286753,-0.050668375,14.95,0
97484,2.012262494,-0.444007404,-0.01760647,0.415343969,-0.700526737,-0.072756722,-0.980722619,-0.017628185,2.71203578,-0.390987394,-0.541499973,-2.370903053,1.987949955,1.062987161,0.076317836,0.832743027,-0.153783343,0.519259988,-0.256883956,-0.183175202,-0.157733911,-0.057899166,0.24023773,-0.68732228,-0.530962179,0.482848927,-0.04079431,-0.049908525,15.95,0
97485,2.006737516,-0.531416155,-0.326853454,0.097867915,-0.213729752,0.888744139,-1.165886142,0.26429053,2.502797223,-0.22198739,0.75213193,-1.980396984,1.750377534,1.269630915,-0.524960279,1.180965308,-0.555756527,1.206822748,0.192066486,-0.144348509,-0.140078822,-0.093487971,0.218734789,-0.390851051,-0.498787628,0.455980393,-0.051683088,-0.057483023,15.95,0
97485,1.930428113,-0.66722522,-0.189358287,0.230025717,-0.542401093,0.620529505,-1.195194369,0.288115685,2.62455655,-0.20336489,0.972365916,-2.377310467,0.655793973,1.504576913,-0.44220316,1.103416562,-0.336511144,1.193111648,0.025525764,-0.177136102,-0.108885796,-0.108166042,0.265149721,0.02367947,-0.600620709,0.429620216,-0.062138694,-0.051194899,39,0
97487,1.98314775,-0.359630547,0.081096182,0.426085789,-0.621061354,0.046883532,-0.95303367,-0.019071958,2.497261517,-0.430958916,0.13509232,-1.651924898,2.985254588,0.868213049,-0.039164503,0.643325912,-0.032047643,0.237180704,-0.467430349,-0.102029315,-0.113637025,0.07841326,0.333784492,0.658014573,-0.551936389,0.409616094,-0.037993203,-0.034759163,15.95,0
97487,1.916187241,-0.457564363,0.336532374,0.481037973,-1.007811428,-0.19286377,-1.056118703,0.069329745,2.371586407,-0.228072046,1.889170889,-1.328164732,1.944921933,1.270737439,-0.701271229,0.791903323,-0.129689207,0.736572983,-0.263844132,-0.18806464,-0.053014322,0.214202371,0.323474679,0.04972907,-0.659309311,0.416258776,-0.042224232,-0.051922057,14.95,0
97488,2.042206849,-0.03506963,-1.320746794,0.363574581,0.225194233,-0.628129316,-0.081773767,-0.173073023,1.801426906,-0.155902555,1.745868402,-2.233573222,0.351941581,2.36149574,-0.514831255,0.028101831,0.040274235,0.886034179,-0.137740681,-0.331884758,0.12762387,0.64667855,0.055317978,0.704003025,0.185983087,-0.198705771,-0.063360695,-0.070689602,0.99,0
97488,-1.212135682,1.005239215,2.036354125,-0.734445729,-0.252141888,0.238270728,-0.293125971,0.589398724,1.320872303,-1.473901025,-0.167403303,-2.008409597,2.82775363,1.060256356,-0.343451672,0.725984991,0.12620458,0.43691473,-0.51875376,0.096551,-0.11306437,-0.095854596,-0.221652913,0.655170802,0.341083398,0.551864152,0.104894954,0.049644252,15.95,0
97489,0.352018498,1.157848382,-0.464018747,0.796008924,1.092232774,-0.724904524,1.132724634,-0.491959931,0.372907522,-0.303698856,0.18337388,-3.043469324,1.344119439,2.41301066,0.9233899,-1.719265677,1.403149806,0.354071438,2.679641411,0.169007225,0.105306521,0.704228035,-0.268451377,0.686233844,-0.273507312,0.541171907,0.13996158,0.179639997,5.95,0
